iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
4 , 28.85185185185185 , 0.5 , 0.5 , 27 , 57 , 39 , 141 , 123 , 3 , 9.254 , 37.383 , 47.345 , 37.383 , 47.345 , 0.966 , 0.881 , 66.124 , -0.27141200487020833 , 68.451 , 0.05 , 149.7274471846375
6 , 28.85185185185185 , 0.5 , 0.5 , 27 , 57 , 39 , 141 , 123 , 3 , 9.254 , 37.383 , 47.345 , 37.383 , 47.345 , 0.966 , 0.881 , 66.124 , -0.27141200487020833 , 68.451 , 0.05 , 149.7274471846375
6 , 29.0 , 0.5 , 0.5 , 32 , 48 , 36 , 128 , 116 , 4 , 5.572 , 31.771 , 38.568 , 31.771 , 38.568 , 0.889 , 0.846 , 66.463 , -0.27349795328150706 , 74.762 , 0.038 , 135.33855391690665
5 , 29.166666666666668 , 0.6 , 0.6 , 27 , 45 , 33 , 117 , 105 , 3 , 6.504 , 32.648 , 40.511 , 32.648 , 40.511 , 0.91 , 0.842 , 66.845 , -0.2640433026147841 , 73.456 , 0.05 , 138.1585092800466
5 , 29.166666666666668 , 0.6 , 0.6 , 27 , 45 , 33 , 117 , 105 , 3 , 6.504 , 32.648 , 40.511 , 32.648 , 40.511 , 0.91 , 0.842 , 66.845 , -0.2640433026147841 , 73.456 , 0.05 , 138.1585092800466
3 , 29.285714285714285 , 0.5 , 0.5 , 24 , 60 , 39 , 144 , 123 , 3 , 10.841 , 36.947 , 48.057 , 36.947 , 48.057 , 0.972 , 0.89 , 67.118 , -0.2751164255604677 , 69.051 , 0.05 , 150.00386735397723
2 , 29.333333333333332 , 0.5 , 0.5 , 21 , 66 , 39 , 153 , 126 , 3 , 12.965 , 34.468 , 47.037 , 34.468 , 47.037 , 0.972 , 0.902 , 67.227 , -0.2833751878531891 , 69.164 , 0.05 , 146.50518106958515
2 , 29.46938775510204 , 0.5 , 0.5 , 21 , 57 , 36 , 135 , 114 , 3 , 13.052 , 39.846 , 53.128 , 39.846 , 53.128 , 0.962 , 0.886 , 67.539 , -0.27588843855190065 , 70.207 , 0.038 , 157.97419066995187
5 , 29.571428571428573 , 0.6 , 0.6 , 28 , 46 , 34 , 120 , 108 , 4 , 4.638 , 24.139 , 29.722 , 24.139 , 29.722 , 0.86 , 0.843 , 67.773 , -0.2811926716528318 , 78.806 , 0.05 , 118.86133711693542
5 , 29.6875 , 0.6 , 0.6 , 32 , 38 , 30 , 108 , 100 , 4 , 3.92 , 27.994 , 33.39 , 27.994 , 33.39 , 0.863 , 0.794 , 68.039 , -0.247223491962191 , 78.84 , 0.05 , 126.38394536802679
3 , 29.75 , 0.5 , 0.5 , 36 , 51 , 39 , 138 , 126 , 3 , 6.349 , 40.048 , 47.705 , 40.048 , 47.705 , 0.984 , 0.849 , 68.182 , -0.2439355680409121 , 69.291 , 0.05 , 152.75320851836295
2 , 30.0 , 0.6 , 0.6 , 18 , 54 , 33 , 126 , 105 , 3 , 11.226 , 30.348 , 41.668 , 30.348 , 41.668 , 0.918 , 0.881 , 68.755 , -0.2873077779197926 , 74.897 , 0.05 , 137.01607976135173
2 , 30.0 , 0.6 , 0.6 , 18 , 54 , 33 , 126 , 105 , 3 , 11.226 , 30.348 , 41.668 , 30.348 , 41.668 , 0.918 , 0.881 , 68.755 , -0.2873077779197926 , 74.897 , 0.05 , 137.01607976135173
3 , 30.0 , 0.6 , 0.6 , 18 , 54 , 33 , 126 , 105 , 3 , 11.226 , 30.348 , 41.668 , 30.348 , 41.668 , 0.918 , 0.881 , 68.755 , -0.2873077779197926 , 74.897 , 0.05 , 137.01607976135173
3 , 30.0 , 0.6 , 0.6 , 18 , 54 , 33 , 126 , 105 , 3 , 11.226 , 30.348 , 41.668 , 30.348 , 41.668 , 0.918 , 0.881 , 68.755 , -0.2873077779197926 , 74.897 , 0.05 , 137.01607976135173
3 , 30.4 , 0.5 , 0.5 , 33 , 57 , 42 , 147 , 132 , 3 , 7.073 , 37.905 , 45.791 , 37.905 , 45.791 , 0.991 , 0.87 , 69.672 , -0.2554539826339531 , 70.305 , 0.05 , 148.69690542666234
