thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,push_duration,best_index,best_cost,ctrl_v2_param1,ctrl_v2_param2,ctrl_v2_param3,ctrl_v4_param1,ctrl_v4_param2,ctrl_v4_param3,ctrl_v6_param1,ctrl_v6_param2,ctrl_v6_param3
0.20238595507776858,0.3250991461704553,U12,VT8020,19.725118524955228,4.018131982723632,WPG,CPG,0.06298587484098306,3,3.002874061878016,50.1,8.8,19.5,53.9,7.5,46.1,227.1,6.0,16.5
0.19761998331839783,0.32570453493598617,U12,VT8020,20.579977531506504,4.248791079447255,WPG,CPG,0.06091785599893115,0,3.002253092602829,50.9,8.6,19.3,61.7,7.7,47.0,225.4,6.1,16.6
0.20240643344502812,0.3279030994378396,U12,VT8020,20.56944886288911,4.2244373313653405,WPG,CPG,0.06322616022185489,7,3.0023867231600203,51.9,9.0,20.6,66.5,7.4,48.3,228.3,5.9,17.2
0.20284382247316612,0.3252747699581823,U12,VT8020,20.856031990404073,4.087960611631218,WPG,CPG,0.06628673975632111,1,3.0025149662236594,56.0,8.5,19.2,73.3,7.4,47.3,224.6,6.1,16.9
0.19675259428096528,0.32618544026539686,MN8014,VT8020,21.124489168998295,4.002479058994557,WPG,CPG,0.06575192802010095,0,3.002723600303311,52.7,8.6,19.6,81.2,7.4,47.5,215.1,5.8,16.1
0.19838988150661693,0.32741283556187867,MN8014,VT8020,22.79713964185731,4.062853143676821,WPG,CPG,0.06325751595492413,1,3.0015451488996345,50.7,8.4,20.1,86.9,7.2,48.5,238.7,5.9,16.2
0.19292601544728416,0.32732998193285423,MN8014,VT8020,22.276516725872362,4.002629856626865,WPG,CPG,0.06399104494871562,2,3.0014189853056243,50.0,8.9,20.3,75.0,7.3,48.1,228.4,6.2,16.2
0.20157764059982755,0.3284505790594584,MN8014,VT8020,23.113396398902832,4.046098826420325,WPG,CPG,0.06140261960142708,1,3.0012890635043696,50.0,8.6,20.7,73.7,7.3,48.1,227.6,5.8,15.4
0.19666487908488484,0.32725495227732787,MN8014,VT8020,22.1644975535088,4.005459106485799,WPG,CPG,0.06510623255167339,7,3.001406680242579,52.6,9.1,21.2,70.2,7.2,48.7,229.9,6.0,15.0
0.19611889999467483,0.32695740349413044,MN8014,VT8020,22.58523797072492,4.135732369085057,WPG,CPG,0.06222652189950344,5,3.0013087039442894,53.8,8.7,20.4,73.3,6.7,49.2,230.1,5.6,15.1
0.20010809400232416,0.32850747014496856,MN8014,VT8020,22.461196278395416,4.196771977114777,WPG,CPG,0.06158450604502187,3,3.0012509281995836,53.3,8.8,19.7,73.0,6.6,48.5,217.9,6.0,17.0
0.19755905441246815,0.3280556894669444,MN8014,VT8020,22.299085702081406,4.02806190360158,WPG,CPG,0.06121751687588417,0,3.0011002762067416,52.1,9.0,19.9,71.9,6.7,48.8,212.3,5.7,16.9
0.20036143566737818,0.3297352217233381,MN8014,VT8020,24.132807166408224,4.055220036104283,WPG,CPG,0.06173118693571497,7,3.001008234309878,50.2,8.8,20.4,66.4,6.6,48.4,213.9,6.0,16.5
0.20084942316561788,0.3286840326784273,MN8014,VT8020,24.557797258028394,4.11313387943118,WPG,CPG,0.05978091532070525,7,3.0011509967226053,55.5,8.8,20.1,69.9,7.0,48.6,199.5,5.9,16.6
0.19916192388946088,0.32847221154059947,MN8014,VT8020,25.154021400664803,4.634736153948808,WPG,SSPG,0.0612435164000452,3,3.0096248132117585,55.4,8.7,20.3,75.9,6.8,49.2,198.3,5.7,16.4
0.19613037921602944,0.3273249382183298,MN8014,VT8020,24.10059023254136,4.153562598324646,WPG,CPG,0.06020933562010501,4,3.0011408603416188,54.5,8.3,20.8,73.7,6.8,48.7,202.8,5.9,16.2
0.1927134127396789,0.3257608340573783,MN8014,VT8020,23.366700899478253,4.130274810084069,WPG,CPG,0.06056067289540643,3,3.00118574353149,56.3,8.4,20.4,71.4,6.9,47.2,197.0,5.7,17.3
0.19197510131015963,0.3258279517849162,MN8014,VT8020,24.803104549842647,4.157841654974288,WPG,CPG,0.06017378427601824,2,3.002781290432415,60.3,8.2,21.3,86.5,6.6,47.6,201.0,5.8,15.5
