iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
2 , 47.25 , 0.5 , 0.5 , 24 , 63 , 48 , 150 , 135 , 3 , 10.878 , 58.027 , 68.16 , 58.027 , 68.16 , 1.285 , 0.862 , 108.891 , -0.15372958620977428 , 84.74 , 0.05 , 191.68654211656224
2 , 47.25 , 0.5 , 0.5 , 24 , 63 , 48 , 150 , 135 , 3 , 10.878 , 58.027 , 68.16 , 58.027 , 68.16 , 1.285 , 0.862 , 108.891 , -0.15372958620977428 , 84.74 , 0.05 , 191.68654211656224
3 , 47.30769230769231 , 0.5 , 0.5 , 39 , 45 , 39 , 129 , 123 , 3 , 5.802 , 70.791 , 78.061 , 70.791 , 78.061 , 1.236 , 0.752 , 109.024 , -0.09619644289869977 , 88.207 , 0.05 , 214.35187766148198
6 , 47.5 , 0.5 , 0.5 , 48 , 38 , 34 , 124 , 120 , 4 , 3.407 , 57.603 , 62.537 , 57.603 , 62.537 , 1.127 , 0.679 , 109.467 , -0.08296528300479228 , 97.131 , 0.05 , 185.64026325910635
5 , 47.666666666666664 , 0.6 , 0.6 , 27 , 39 , 33 , 105 , 99 , 3 , 6.593 , 62.284 , 70.373 , 62.284 , 70.373 , 1.121 , 0.744 , 109.851 , -0.12849535148370778 , 97.994 , 0.038 , 198.15761227522083
4 , 47.666666666666664 , 0.6 , 0.6 , 27 , 39 , 33 , 105 , 99 , 3 , 6.593 , 62.284 , 70.373 , 62.284 , 70.373 , 1.121 , 0.744 , 109.851 , -0.12849535148370778 , 97.994 , 0.038 , 198.15761227522083
5 , 47.666666666666664 , 0.6 , 0.6 , 27 , 39 , 33 , 105 , 99 , 3 , 6.593 , 62.284 , 70.373 , 62.284 , 70.373 , 1.121 , 0.744 , 109.851 , -0.12849535148370778 , 97.994 , 0.038 , 198.15761227522083
2 , 48.0 , 0.5 , 0.5 , 21 , 60 , 45 , 141 , 126 , 3 , 13.093 , 63.0 , 74.901 , 63.0 , 74.901 , 1.278 , 0.859 , 110.619 , -0.1536960365673179 , 86.556 , 0.05 , 203.4006719839412
2 , 48.0 , 0.5 , 0.5 , 21 , 60 , 45 , 141 , 126 , 3 , 13.093 , 63.0 , 74.901 , 63.0 , 74.901 , 1.278 , 0.859 , 110.619 , -0.1536960365673179 , 86.556 , 0.05 , 203.4006719839412
3 , 48.22222222222222 , 0.6 , 0.6 , 18 , 42 , 33 , 102 , 93 , 3 , 11.443 , 63.628 , 75.494 , 63.628 , 75.494 , 1.128 , 0.796 , 111.131 , -0.16081878795222482 , 98.52 , 0.038 , 204.6217835802235
3 , 48.22222222222222 , 0.7 , 0.7 , 18 , 42 , 33 , 102 , 93 , 3 , 8.407 , 46.747 , 55.465 , 46.747 , 55.465 , 1.098 , 0.796 , 111.131 , -0.17064222847944777 , 101.212 , 0.05 , 167.7119226303682
3 , 48.22222222222222 , 0.7 , 0.7 , 18 , 42 , 33 , 102 , 93 , 3 , 8.407 , 46.747 , 55.465 , 46.747 , 55.465 , 1.098 , 0.796 , 111.131 , -0.17064222847944777 , 101.212 , 0.05 , 167.7119226303682
3 , 48.4375 , 0.6 , 0.6 , 32 , 50 , 42 , 132 , 124 , 4 , 3.883 , 36.236 , 40.572 , 36.236 , 40.572 , 1.163 , 0.795 , 111.627 , -0.1485536372282633 , 95.982 , 0.081 , 144.30873742885615
4 , 48.57142857142857 , 0.6 , 0.6 , 21 , 45 , 36 , 111 , 102 , 3 , 9.226 , 58.295 , 67.945 , 58.295 , 67.945 , 1.15 , 0.801 , 111.936 , -0.15696035720675156 , 97.336 , 0.038 , 191.74036460715382
